SampleNumber,GPStime,Type,Period,Network,DistMean,DistSTD,DistMax,LogBCI,LogBSN,ProbMin,ProbMax,ProbMedian,ProbStd,Vol0Min,Vol0Max,Vol0Median,Vol0Std,Vol1Min,Vol1Max,Vol1Median,Vol1Std,Vol2Min,Vol2Max,Vol2Median,Vol2Std
b00590,1185159406,Blips_Dubious,GW170729,111000,342.513,104.874,604.697,1.379,0.923,8.483971796141248e-08,2.57977201112212e-05,5.594802275057938e-07,2.528079992098724e-06,1.8175392281858667e-10,0.0009746463312100878,4.527678675799271e-06,0.00012892011078349466,2.3217954219516826e-12,0.001,9.91323701166395e-06,0.00011501401637768168,8.509604168205023e-11,0.00035359995128847585,1.8664614373353738e-05,7.729242142941352e-05
b00591,1185275023,Blips_Dubious,GW170729,111000,1195.081,479.08,2392.781,2.635,3.393,7.101047430611639e-09,4.189712967818393e-05,3.2285636761215776e-08,4.518189265829991e-06,2.517664205900978e-08,0.002,2.6696568725083437e-06,0.0002060722123898704,8.535339557975402e-09,0.002,2.000058776527422e-06,0.00023210376666785807,1.1409922442674141e-08,0.002,2.3519124790473177e-06,0.0001843297363112421
b00592,1185296921,Blips_Dubious,GW170729,111000,303.538,135.706,642.804,1.343,3.743,1.9682222143098373e-08,7.701745559760944e-05,2.918178135003544e-07,1.1802553868214293e-05,3.840463049924803e-12,0.004,1.0892966506005205e-06,0.0002339843130559625,6.247457603150115e-10,0.005,5.5597748702368594e-06,0.00016954145315474495,1.366908275129633e-10,0.004,2.2481319909493066e-06,0.0002031042107571916
b00593,1185390226,Blips_Dubious,GW170729,111000,613.287,204.443,1124.395,3.791,5.376,9.89251141574001e-10,3.297445650203339e-05,1.86835836843996e-08,4.023845850545868e-06,3.98569423005022e-11,0.004,2.758530755196617e-07,0.0003254492095258985,1.0570308019355108e-11,0.003,5.121636033299485e-07,0.00025345943471678166,1.0356210381307007e-10,0.0003471572995742129,8.191511234163645e-06,8.813615959476686e-05
b00594,1185442041,Blips_Dubious,GW170729,111000,186.17,76.06,376.32,2.339,2.086,2.6459578999905253e-08,4.218873054633461e-05,1.2403156365001648e-07,3.251838432605278e-06,1.5707198010690398e-09,0.003,5.518828782839722e-06,0.00019653427687245796,6.100724297097137e-10,0.002,9.120611029910055e-06,0.00015046006491824325,1.247080902865647e-10,0.002,6.265132502482618e-06,0.00015116322859807613
b00595,1185446238,Blips_Dubious,GW170729,111000,275.919,99.609,524.94,2.87,2.209,1.9967512262022364e-08,6.334636056974552e-05,7.690546433125742e-08,5.552906649800124e-06,6.806695793769819e-10,0.004,3.851328778052698e-06,0.00026860674040821863,4.502751254176253e-10,0.0005819393044427723,4.196247430820953e-06,0.00011297278628176739,1.3151553228644257e-10,0.004,2.9761795659625584e-06,0.0002507447841461305
b00596,1185522765,Blips_Dubious,GW170729,111000,366.728,125.252,679.858,3.859,4.337,1.8419633889693103e-09,5.75252982671316e-05,1.0872945543162064e-08,5.818142508566386e-06,2.93773636941756e-11,0.002,4.2851547171623747e-07,0.00023683578075859853,1.6134208469205145e-10,0.001,6.552509280950181e-07,0.00016054242528481304,2.080352627574435e-10,0.0005711776388422786,3.0545572665720455e-06,0.0001083237128858621
b00597,1185616647,Blips_Dubious,GW170729,111000,329.011,109.137,601.855,3.509,4.328,3.048674488528549e-09,5.301415227670122e-05,7.37717170411922e-08,4.573795461120673e-06,1.5880954586193167e-10,0.003,7.102273980522332e-07,0.00029232017732373116,1.7083603619463233e-10,0.004,2.0063161423155296e-06,0.0002631837662376709,2.6508512923979887e-10,0.00041384088565601853,8.282992916324132e-06,9.078541503227047e-05
b00598,1185718636,Blips_Dubious,GW170729,111000,370.597,149.271,743.775,2.131,4.321,2.6318635274190222e-09,7.480930806471082e-05,2.0201447202061467e-08,6.306915542990191e-06,1.142089001549674e-07,0.006,1.5085735468829444e-06,0.0003426941501635987,2.0343574305549497e-08,0.004,1.0511470880963476e-06,0.0002990218067317024,8.335496316542611e-08,0.002,1.1833910817990745e-06,0.00022231495600503413
b00599,1185789650,Blips_Dubious,GW170729,111000,359.232,169.47,782.906,2.367,2.191,2.237631075449514e-08,3.8859990201652825e-05,1.3960011339773024e-07,3.992208030616256e-06,8.60215705142778e-09,0.004,8.200120806275976e-06,0.00023274266278459178,7.632223990778243e-09,0.002,4.607683514426279e-06,0.00021018402731835277,4.272988083651522e-09,0.004,7.457030704470988e-06,0.00023918023025262707
b00600,1185804742,Blips_Dubious,GW170729,111000,3385.559,602.439,4891.655,2.137,-3.061,6.361036715542608e-06,6.67982476048051e-05,1.676781505195005e-05,1.1222893217307873e-05,1.0248726859218617e-13,0.0003207141930309477,3.089398992906631e-05,6.586612883602489e-05,6.550078510275311e-14,0.0002767749985683351,3.233383538754559e-05,6.558576381015559e-05,1.7388533613310167e-13,0.00024770386011242415,3.477607996182196e-05,6.16765268993338e-05
b00601,1185898443,Blips_Dubious,GW170729,111000,788.423,259.092,1436.153,3.711,3.734,3.400778394336648e-09,5.312358623587826e-05,2.4719428247071112e-08,4.750279925758309e-06,1.126176479778206e-10,0.002,6.317850782448828e-07,0.0002694682563901714,2.1655229978661602e-11,0.004,8.614615702053788e-07,0.00026236726203475,2.8476140309725527e-10,0.00044327065987477874,8.589982173078418e-06,9.270813423229602e-05
b00602,1185971120,Blips_Dubious,GW170729,111000,256.467,102.841,513.57,2.877,3.379,6.4859882766708595e-09,5.231055926457406e-05,3.850147120473257e-08,4.950090199243969e-06,8.136608148860868e-09,0.002,5.632974698464243e-06,0.00017235358036126792,4.589978430262356e-09,0.002,2.7244651000440978e-06,0.00018103521917520434,1.4471363881141129e-09,0.003,2.741312022304645e-06,0.0002197665997015312
b00603,1185994493,Blips_Dubious,GW170729,111000,688.847,122.958,996.243,2.124,-3.042,6.414171079866047e-06,6.561337412857432e-05,1.6914380865310662e-05,1.1075776437928286e-05,1.0360991571579655e-13,0.0003148027323029209,3.093580794112288e-05,6.570557267913034e-05,6.81943410704e-14,0.0002747089816286073,3.226703302952939e-05,6.545728835570668e-05,1.9513245205428164e-13,0.00024550728944309065,3.480034495372494e-05,6.157163022492688e-05
b00604,1186005949,Blips_Dubious,GW170729,111000,1144.122,457.902,2288.876,3.244,3.397,5.715579547076652e-09,6.897502473050689e-05,3.289879538180168e-08,5.963020707879203e-06,8.428297641854958e-09,0.004,2.77238981539998e-06,0.00026708435897132533,3.4547015679935322e-09,0.002,1.4596155896205786e-06,0.0001892777364271702,2.3524876280813244e-09,0.003,1.5831480772355134e-06,0.00022833114018352255
b00605,1186193169,Blips_Dubious,GW170729,111000,518.65,234.818,1105.694,2.374,2.203,1.79514094246299e-08,3.74539162145633e-05,7.356859078476039e-08,4.087047376034299e-06,3.0937660428137958e-09,0.005,5.815252761996825e-06,0.0002624657331516132,4.3458386285635924e-09,0.002,3.721066558319699e-06,0.00022739717274229394,1.4314210694306187e-09,0.003,4.0691515838038116e-06,0.00021133554403517273
b00606,1186452086,Blips_Dubious,GW170729,111000,486.581,160.461,887.734,3.777,4.798,1.542169437489291e-09,3.888288354797198e-05,1.2624833298316921e-08,4.219983689043257e-06,5.3957926665080605e-11,0.004,3.1802160617275167e-07,0.0003379754962217004,1.0186135872290436e-11,0.003,4.750688286607468e-07,0.0002620858507590279,1.0693584026924066e-10,0.000350175487725158,8.951377739450138e-06,8.813119812868182e-05
b00607,1186486839,Blips_Dubious,GW170729,111000,290.217,111.641,569.319,2.404,3.405,7.083038456990293e-09,3.351242022481318e-05,5.9040605371324324e-08,3.835183211607054e-06,6.250953367660073e-10,0.002,1.967110569867264e-06,0.00019017718452508638,1.4286322997520666e-09,0.001,3.782990755687157e-06,0.00013403955458766208,4.826766527180824e-10,0.002,2.1800788006932036e-06,0.0001908143676071184
b00608,1186535797,Blips_Dubious,GW170729,111000,553.572,192.833,1035.654,2.825,3.349,4.636720157794892e-09,3.3902404099670164e-05,7.000097269927948e-08,4.293564883454047e-06,4.1167186745459345e-10,0.003,1.1161562911337498e-06,0.00022613670489489936,5.2406341368725637e-11,0.002,2.5104412762912493e-06,0.00014788585292488363,1.3492894059366861e-10,0.0004747387416321794,5.736304705945452e-06,9.833597177241782e-05
b00609,1186642864,Blips_Dubious,GW170729,111000,385.919,142.319,741.718,1.342,2.552,1.0694680643688525e-08,0.0001149324869557,2.916315308771765e-07,1.2986959605357707e-05,1.1175195017706888e-09,0.0008063447219285974,4.022806801928704e-06,0.00012841188141611754,6.48392768280321e-10,0.002,3.246940853781726e-06,0.00017914657761109357,2.408866584899637e-10,0.002,3.5923603486681445e-06,0.00018512115782798726
b00610,1186802819,Blips_Dubious,GW170729,111000,780.11,256.839,1422.207,3.581,4.666,1.8396971011393502e-09,4.660478873921708e-05,1.7323469670592013e-08,4.637548382295835e-06,9.180844506625357e-11,0.005,3.900641921127651e-07,0.00037093555619548417,1.1475673317212516e-11,0.003,6.602053420660876e-07,0.0002857222312749864,1.4263076863734657e-10,0.0003540178648031702,9.20604520147583e-06,8.821881916723112e-05
b00611,1187031034,Blips_Dubious,GW170729,111000,87.705,29.636,161.795,2.805,12.74,1.819132387537329e-13,3.4135407112239364e-05,3.838012198510737e-12,2.1372893919229004e-06,1.868105242330162e-11,0.013,2.4398787822364324e-08,0.0005076936944112072,4.0014883235964114e-12,0.005,3.8663860762998556e-10,0.0003723774022356906,1.601079491370185e-11,0.004,4.179774270038524e-10,0.0002845984959464538
b00612,1187089667,Blips_Dubious,GW170729,111000,305.525,117.153,598.406,3.314,5.338,1.0627999738501795e-09,4.954545625878435e-05,1.1164974915485969e-08,5.027271425386489e-06,8.292655293124405e-09,0.001,2.4539115348598782e-06,0.00015648102234018575,4.4882563582362646e-11,0.002,5.923851915948329e-07,0.00022433784997707287,4.953186428734909e-09,0.002,9.83398899234785e-07,0.00018573101508410333
b00613,1187090628,Blips_Dubious,GW170729,111000,767.512,259.039,1415.109,3.868,5.66,5.67347358369449e-10,4.188882946557328e-05,1.0917024708114168e-08,4.422959361537639e-06,3.244932429400594e-12,0.003,1.8899570537098658e-07,0.00028331301663958033,2.1883309060280852e-11,0.003,2.5369904824571895e-07,0.00023944070937730608,3.908163908663249e-10,0.00040695367410761147,6.526787099953111e-06,9.153788245183342e-05
b00614,1187729644,Blips_Dubious,GW170729,111000,593.742,105.916,858.532,2.126,-3.045,6.411506601357268e-06,6.582225880299754e-05,1.687286699905985e-05,1.1103451881122653e-05,1.0382418835033627e-13,0.00031565690616730584,3.093109963432316e-05,6.573303917263881e-05,6.704763607400232e-14,0.0002751279816068093,3.2203776909871766e-05,6.548023128035837e-05,1.9012537105782441e-13,0.000245894255400893,3.4781788465383225e-05,6.159046326461601e-05
b00615,1186315251,Blips_Dubious,GW170729,111100,327.183,116.594,618.667,4.167,1.84,5.1383094025826395e-09,9.50338890624138e-05,4.239108314496016e-08,2.767783320763258e-06,1.7007274656870253e-10,0.006,2.6355627461790212e-06,0.00026457266152239136,6.942003774932489e-11,0.004,4.723161606939835e-06,0.00022817364192184838,1.0773813792812093e-10,0.005,1.0347901724170734e-05,0.00018968877800542577
b00616,1185709965,Blips_Dubious,GW170729,110100,679.716,292.711,1411.492,2.022,0.179,1.4044422543349042e-07,6.431687874647279e-05,6.010703083235199e-07,3.7683759529131775e-06,4.21445893897113e-10,0.002,9.001685663559898e-06,0.00016871317369297103,2.1530223826981774e-10,0.0009755487380734109,1.2023591681921828e-05,0.00012093822067718485,7.721089125731773e-11,0.005,1.3949910808396357e-05,0.00022372919186292465
b00617,1185862298,Blips_Dubious,GW170729,110100,227.333,86.854,444.469,1.898,-0.193,1.858922556471514e-07,8.464836038776976e-05,9.194898099142816e-07,3.072223550910648e-06,2.723652216385789e-10,0.001,8.22914711126184e-06,0.00012095815269262554,2.947927186794664e-11,0.001,1.519748974579142e-05,0.00011311492752197783,1.3401769555069892e-11,0.004,1.4829067858939225e-05,0.00015748552646137822
b00618,1185869190,Blips_Dubious,GW170729,110100,147.075,57.05,289.7,1.997,1.088,5.85831346746991e-08,4.0151701982686026e-05,7.212379051650209e-07,5.208000996882227e-06,5.955820877893078e-09,0.0008219443102916906,4.7718299987217555e-06,0.00013382652036255,1.1037875801899922e-09,0.004,1.1207490375876849e-05,0.00018703909345790622,9.119091523837465e-10,0.00036231589363251195,1.122586835993859e-05,8.858076780652159e-05
b00619,1185869217,Blips_Dubious,GW170729,110100,265.296,109.149,538.168,2.224,2.375,2.3477389091598408e-08,3.0283710298330127e-05,3.905311878437021e-07,3.765812574258268e-06,1.220647116367826e-09,0.002,4.517183698556847e-06,0.0001682911764647059,2.003434769614165e-09,0.004,9.631904628216914e-06,0.00019080911778084867,1.6057020370097116e-09,0.00042456007920063145,1.1394961525750559e-05,9.08108358910131e-05
b00620,1185870975,Blips_Dubious,GW170729,110100,276.045,73.321,459.347,1.494,-1.203,1.719905495886911e-06,9.562598135600492e-05,1.7249345408281923e-05,1.978145112669935e-05,4.181060130697045e-13,0.00038238925275382526,1.368021003353874e-05,8.984408395333815e-05,9.316964269266685e-15,0.0005211138959461546,1.5390224126917963e-05,9.850429882671744e-05,5.145703467660176e-12,0.00048262486887268763,1.9471702647147853e-05,8.87978326522987e-05
b00621,1185880485,Blips_Dubious,GW170729,110100,998.158,381.532,1951.989,2.357,3.844,3.261511043160094e-09,4.785335678080508e-05,2.238970409968602e-07,5.106566868831688e-06,1.4809116722115972e-09,0.003,3.6461980436470795e-06,0.0002349866159685519,1.648676080176742e-09,0.003,5.901257410040562e-06,0.00020504975497649672,2.3640090186616013e-09,0.0005669362053979786,1.1617299539823178e-05,0.00010178660072415468
b00622,1185988759,Blips_Dubious,GW170729,110100,295.976,129.59,619.951,1.871,-0.035,3.2196733880531914e-08,3.2472104214807394e-05,1.149209052885809e-07,1.7467685487239472e-06,2.143421483843102e-10,0.007,9.769555953773804e-06,0.00027137919848178865,2.5045657342683547e-10,0.001,1.1906157825274289e-05,0.00013348424591754315,6.791859797973114e-11,0.003,1.3670023626300594e-05,0.00018083749818207807
b00623,1185989788,Blips_Dubious,GW170729,110100,1040.91,213.091,1573.637,1.857,-2.517,1.834876092911544e-06,3.472414472845725e-05,3.532263993397071e-06,3.327099100554261e-06,1.2576953268336255e-13,0.0004678239543282781,2.9008324830523825e-05,6.903432362663487e-05,3.010233369353122e-14,0.0005030035842057813,2.899684998664107e-05,7.540792781930824e-05,2.5548722702540395e-13,0.00046575080530069355,3.763364890944458e-05,7.2412835280427e-05
b00624,1186101080,Blips_Dubious,GW170729,110100,327.29,214.47,863.465,-0.355,3.814,4.2061497614149156e-10,8.640214708029193e-05,4.715792038306722e-09,2.520918275844678e-06,7.44165145084342e-08,0.02,4.0555703874602293e-07,0.0004306120626659258,1.135119967022253e-08,0.014,4.414567783175322e-07,0.0003471793333591574,3.364066330211379e-08,0.007,7.585994195840366e-07,0.00022698558998857402
b00625,1186101348,Blips_Dubious,GW170729,110100,655.844,292.149,1386.216,2.133,0.667,8.161225116104632e-08,6.445113860305831e-05,5.851266014000534e-07,3.2178718448075943e-06,3.5864815408975634e-10,0.001,7.651289821450383e-06,0.0001516992578051479,1.3737914630506458e-09,0.0009369713009866731,1.0809512537098135e-05,0.0001157322427267388,4.0856967910041047e-10,0.004,1.2619873302651025e-05,0.0001873932753379043
b00626,1186134487,Blips_Dubious,GW170729,110100,165.777,66.291,331.503,2.279,1.765,3.17403134636013e-08,9.769450181391624e-05,3.506172851395572e-07,5.999507893519402e-06,6.175454320406114e-09,0.002,4.518649927746486e-06,0.00018047412727853972,5.120910645523218e-09,0.008,8.449005758837736e-06,0.0002880095284948303,2.1652891897052495e-09,0.0006079735919387375,1.0522752421016174e-05,0.00010136394601999719
b00627,1186141808,Blips_Dubious,GW170729,110100,288.467,53.619,422.514,1.898,-2.707,1.094680463704162e-05,4.202442027763502e-05,1.743340023984072e-05,5.708730409000192e-06,1.686007048440448e-13,0.00018169810019020972,3.356370064265469e-05,5.902508951063754e-05,6.270201100399818e-13,0.0002309716479179522,3.625913543140228e-05,5.990642575811229e-05,1.303923369557076e-12,0.00020861014144216985,4.527899569404753e-05,5.7484573367824655e-05
b00628,1186146639,Blips_Dubious,GW170729,110100,241.739,99.794,491.224,2.129,1.898,2.9015612717152242e-08,9.950497163468586e-05,4.653023722963425e-07,3.831723148217528e-06,1.1004110974389763e-09,0.001,3.1982526804304e-06,0.00014616254578682974,1.3347310531929086e-09,0.001,1.126057163838348e-05,0.00012256829033695897,2.0181293148503087e-09,0.002,9.309190594673736e-06,0.00014384923124764298
b00629,1186169845,Blips_Dubious,GW170729,110100,140.372,56.744,282.232,1.929,0.251,1.0124432374066216e-07,6.924490290436335e-05,7.314594650625355e-07,3.160692726361728e-06,1.2707705461894518e-09,0.002,7.340017580220502e-06,0.00014056923332923235,1.9881250654956928e-10,0.001,1.3264629790425923e-05,0.00011791982493518935,7.01988313852807e-11,0.003,1.414319840274133e-05,0.00016553334475604166
b00630,1186175754,Blips_Dubious,GW170729,110100,269.487,137.593,613.468,1.158,2.402,2.208919167224245e-09,2.769734592646131e-05,3.5071022403880355e-08,1.842800361204068e-06,1.9373608194622687e-08,0.017,3.5973986647122195e-06,0.0005082044419954127,1.7494144208848156e-08,0.01,4.954857838782539e-06,0.00044187255839563344,1.7802217417205224e-08,0.003,8.446290194314835e-06,0.0001612470044861808
b00631,1186321471,Blips_Dubious,GW170729,110100,514.571,208.095,1034.808,1.827,0.273,8.15555305521169e-08,4.308366932782125e-05,6.227098402335432e-07,2.6951108511221992e-06,2.695332759729198e-10,0.002,7.202115264111931e-06,0.0001499214022040199,9.400383316422072e-11,0.000985865228627016,1.2577507965242997e-05,0.00010175527181528707,1.3419843929563083e-10,0.0007376995813557342,1.2925081478451653e-05,9.493541920621202e-05
b00632,1186403540,Blips_Dubious,GW170729,110100,147.37,58.536,293.71,1.94,1.729,2.2401956270932362e-08,4.564116076469499e-05,5.988648895981083e-07,2.5552971783150485e-06,2.4162415199762885e-09,0.001,2.8476418499395723e-06,0.00013760061947219377,8.980595911938918e-10,0.002,1.0388079076400805e-05,0.00011972586930650652,8.816107020055236e-10,0.001,9.248051449948326e-06,0.00010790569059381331
b00633,1186594332,Blips_Dubious,GW170729,110100,210.964,71.894,390.699,1.782,-0.711,3.1637426421939776e-07,7.106508395729818e-05,7.678237641277724e-07,4.350889380232289e-06,3.80754604843404e-10,0.002,1.1637397384040845e-05,0.0001286123851346135,9.857435894210523e-12,0.001,1.703732339525754e-05,0.00010548171087274431,1.9328012100295235e-10,0.0005904575280195378,1.7114104017751476e-05,8.476498332308571e-05
b00634,1186677266,Blips_Dubious,GW170729,110100,129.156,51.522,257.962,2.378,6.746,6.610681145812247e-11,0.000116967544359,6.156027692132477e-10,3.777358112430913e-06,5.361213528321267e-09,0.019,5.808323336723609e-08,0.0006073572920755813,4.2597170644832565e-09,0.008,5.8742797807836124e-08,0.00044875141917977173,1.2070685083422526e-08,0.002,1.410216380993451e-07,0.00018830578027219212
b00635,1186685589,Blips_Dubious,GW170729,110100,268.983,118.862,566.139,2.195,0.687,6.652223807845764e-08,8.887260368119646e-05,4.2881354754409954e-07,4.549783809042664e-06,7.653502994105918e-10,0.004,8.805500473210944e-06,0.00021170120175508265,8.4549946312738e-10,0.0009823892721369308,1.0574544273579745e-05,0.000125171432046775,3.49643221579367e-10,0.007,1.2271784122590472e-05,0.0002701943418015698
b00636,1186821972,Blips_Dubious,GW170729,110100,166.44,73.272,349.619,2.154,1.643,1.589585506095965e-07,0.0001008810728234,1.526521912794506e-06,9.210564175359631e-06,6.40647070087724e-10,0.001,4.825459147178932e-06,0.00013341805399427132,6.94443129263276e-10,0.003,1.018613057643324e-05,0.00016515600995673513,4.849225958862526e-10,0.002,1.0323137826057742e-05,0.00015750837099237516
b00637,1186965744,Blips_Dubious,GW170729,110100,150.824,72.831,332.901,2.631,2.881,2.057829291543488e-09,3.329526514863111e-05,4.7033005016261775e-08,1.7018916842697182e-06,6.974353907920602e-09,0.008,6.627218960964511e-06,0.0003332498214329699,1.627313233699057e-08,0.001,7.120226224219337e-06,0.00015371398381589638,1.500549213316573e-08,0.006,6.8533730843951905e-06,0.0002984258791699208
b00638,1187010847,Blips_Dubious,GW170729,110100,662.345,325.96,1477.244,1.22,2.787,2.227205459842168e-09,6.965781721689832e-05,1.4778002817262144e-08,3.40598944119694e-06,1.0186330991557595e-07,0.022,1.9440426579320416e-06,0.0006925449239701802,1.1331908871386219e-07,0.011,2.2660364597816918e-06,0.0005424939487388632,1.0430582997695464e-07,0.001,3.809499195062064e-06,0.00016678050838665965
b00639,1187100562,Blips_Dubious,GW170729,110100,329.059,163.271,737.235,2.736,3.277,1.364139994415696e-09,9.438144405204992e-05,1.5889158063887432e-08,3.271281616929008e-06,1.330396537223178e-07,0.029,2.650587921846667e-06,0.0007390540917745079,9.169536602829077e-08,0.013,2.3819438783579177e-06,0.0005467257032199986,1.0518722351920951e-07,0.002,4.427545952582701e-06,0.00019410003779410463
b00640,1187105105,Blips_Dubious,GW170729,110100,260.857,111.29,539.081,2.173,1.136,4.619572739933713e-08,5.894059903839469e-05,3.406351723034831e-07,3.5517926230455963e-06,1.1671801134405781e-09,0.003,9.885661581288545e-06,0.00018939411237743145,3.4636963868113496e-09,0.001,7.644088541365146e-06,0.00014983514040035404,8.939568892847587e-10,0.005,1.1867008199018006e-05,0.00022340941266855207
b00641,1187105850,Blips_Dubious,GW170729,110100,217.702,99.903,467.46,2.006,1.262,6.37654546905047e-08,4.269417152518752e-05,4.057175772432858e-07,3.835402019839355e-06,1.5123444395074748e-09,0.006,6.934519028233066e-06,0.00025494998823718097,4.342535006450067e-09,0.004,1.146374375736452e-05,0.00023680865157012048,6.122700357731984e-09,0.0006563314247623468,1.0406962999040397e-05,0.00010549718068927039
b00642,1187118835,Blips_Dubious,GW170729,110100,189.351,83.439,397.949,2.563,3.617,5.223879818696194e-09,5.813579781813895e-05,1.817310103159077e-07,3.3101687491474207e-06,9.518989833009146e-09,0.001,6.12702729830775e-06,0.00015465420413472507,3.058414383499135e-09,0.002,5.290367716983704e-06,0.00018532564837291652,1.2432315488860348e-09,0.003,7.886034255343615e-06,0.00019340363386260707
b00643,1187122564,Blips_Dubious,GW170729,110100,267.317,95.943,507.176,2.172,1.147,4.9696033485525656e-08,3.887346268933103e-05,4.550635538514854e-07,5.10993293411281e-06,2.5881218159543525e-09,0.002,6.171394785692798e-06,0.00017296228726361361,5.360009632831256e-10,0.002,1.2556012773423588e-05,0.00016905001666534276,5.411471378829459e-10,0.0003474444228624751,1.3478589088302109e-05,8.301358244352226e-05
b00644,1187123154,Blips_Dubious,GW170729,110100,447.778,186.708,914.549,2.263,0.782,8.199200230679065e-08,8.090204934560717e-05,3.935185819640356e-07,3.970251413481462e-06,1.052556904971686e-09,0.002,8.743262455933887e-06,0.000179605334271835,9.156764798769086e-10,0.001,9.864222170737735e-06,0.00012974426149188546,4.922656138406584e-10,0.006,1.257917768437602e-05,0.00022279923751722752
b00645,1187135723,Blips_Dubious,GW170729,110100,286.621,138.908,633.892,2.128,1.203,1.3393174483282052e-08,4.315294844966048e-05,5.0509762259341647e-08,1.8767183032391343e-06,1.6271227178855444e-08,0.019,9.75900515410691e-06,0.0005884802738811843,2.4874139932367374e-08,0.001,7.2493101891349245e-06,0.00018057019539301,1.1844353503717838e-08,0.009,8.881706130473123e-06,0.00039996355152229174
b00646,1187381329,Blips_Dubious,GW170729,110100,559.624,224.804,1121.634,2.087,1.365,3.817925653806528e-08,0.0001011312233585,5.164079756594182e-07,5.150059718920853e-06,1.0263967680138984e-09,0.003,5.493146058710731e-06,0.00018260101684876694,8.920950751728657e-10,0.001,1.1214389451035756e-05,0.00012698260933189713,8.714951168695412e-10,0.0009270305170512372,1.0869949802808578e-05,0.00011887522254005651
b00647,1187437278,Blips_Dubious,GW170729,110100,314.825,112.103,595.082,1.948,0.64,8.493508717129572e-08,2.992174843310993e-05,7.516820181894285e-07,1.932611635901336e-06,3.156071468761231e-10,0.001,6.045132778968593e-06,0.00011968052852207876,2.1991826263906815e-10,0.0006568471239190715,1.4532858501421158e-05,9.066271453413122e-05,1.7154075700086771e-10,0.001,1.4166719642770454e-05,0.00011460974617327391
b00648,1187529985,Blips_Dubious,GW170729,110100,182.68,95.299,420.928,0.627,2.804,8.127647520372891e-09,0.0001018608281751,1.3168022598240794e-07,1.1586181002075516e-05,1.7487660419728508e-08,0.009,2.739600481024907e-06,0.00035820643327033423,2.6195382826144155e-08,0.004,3.7516129133102618e-06,0.00025606083888209103,1.0574091090458379e-08,0.00046117611074325917,6.518211192295657e-06,7.906699163208117e-05
b00649,1187565428,Blips_Dubious,GW170729,110100,123.222,63.105,280.984,2.619,2.124,5.3737998148044085e-09,7.757274136221147e-05,3.736739732985031e-08,2.670953696101497e-06,4.5373010893399956e-08,0.027,6.800837384905496e-06,0.0006758412051347326,3.781840429411418e-08,0.002,6.448781545309176e-06,0.00018923634181748116,4.140317541884183e-08,0.013,6.6165679379243894e-06,0.00046254627706464975
b00650,1187569169,Blips_Dubious,GW170729,110100,168.72,76.174,359.156,2.451,3.384,2.2575496835853715e-09,3.98517405064411e-05,2.5876178018344533e-08,1.997026682479753e-06,3.8685358642315136e-08,0.014,5.115160958597077e-06,0.0005198631540182885,1.856253009258527e-08,0.001,5.291936513092181e-06,0.0001750550300799801,2.9660424992548954e-08,0.011,4.329475202327158e-06,0.00048576968223107436
b00651,1187570461,Blips_Dubious,GW170729,110100,426.204,183.916,885.993,2.128,1.107,8.521646323751508e-09,3.769874890764617e-05,7.847163524621497e-08,2.00019066332966e-06,4.186792993354378e-09,0.003,6.673259515159105e-06,0.00026208387059396305,3.1792386753450814e-09,0.007,1.0500572708483691e-05,0.00030828154866382936,2.691798430798747e-09,0.0007987455735992566,1.0983834926379082e-05,0.00011981240333928379
b00652,1187722180,Blips_Dubious,GW170729,110100,269.37,120.226,569.935,1.886,0.98,3.9027489898336816e-08,8.446223606941691e-05,4.105054969145715e-07,4.853283911565998e-06,5.354529549480772e-10,0.005,8.59711302938694e-06,0.0002835251781577357,3.2820687370788844e-10,0.005,1.2660350626411673e-05,0.00024888583335868085,2.0741095930523573e-09,0.0009733866647172177,1.1226509057123919e-05,0.00012776075159279786
b00653,1185776373,Blips_Dubious,GW170729,101100,577.697,284.994,1290.182,1.864,1.36,6.593099911610121e-08,6.065245877906654e-05,5.96368726898112e-07,3.1112564054027404e-06,6.800262157497066e-10,0.006,4.829344107598613e-06,0.00019867709752774724,5.769679170845466e-10,0.005,1.0647588756964681e-05,0.0001577784772669294,2.5686212522542464e-10,0.006,1.0625084760874264e-05,0.00020529457965462323
b00654,1185869509,Blips_Dubious,GW170729,101100,431.919,204.113,942.201,1.906,0.977,8.353788477473906e-08,6.099220123949045e-05,7.871952800517394e-07,3.237238541267326e-06,5.658482362103533e-10,0.004,3.402198585453093e-06,0.00016639894760331429,1.4907568439855948e-10,0.011,9.308440567539503e-06,0.0002188132199552905,1.216887629373024e-10,0.009,9.263359774698402e-06,0.00021355320584074398
b00655,1185898769,Blips_Dubious,GW170729,101100,398.497,137.101,741.251,1.856,-0.407,1.027454608699864e-06,9.576860391933244e-05,3.921269686809267e-06,5.170434087970291e-06,3.942614674298814e-10,0.000606126805135297,8.390863060813034e-06,9.77464659195729e-05,5.0131776090145526e-11,0.001,1.6658342528945456e-05,8.845935754778711e-05,3.4721660427581335e-11,0.001,1.6229113423995324e-05,8.677238500573135e-05
