SampleNumber,GPStime,Type,Period,Network,DistMean,DistSTD,DistMax,LogBCI,LogBSN,ProbMin,ProbMax,ProbMedian,ProbStd,Vol0Min,Vol0Max,Vol0Median,Vol0Std,Vol1Min,Vol1Max,Vol1Median,Vol1Std,Vol2Min,Vol2Max,Vol2Median,Vol2Std
r01208,1195585643,NSBH,GW190924,111000,240.413,64.968,402.832,7.906,43.592,2.8915949711174114e-26,0.0001090827043003,3.0197364814725567e-19,7.248147383940588e-06,1.0332462879605778e-80,0.003,1.8995215749806672e-17,0.00029414411458132434,2.8161766693581227e-30,0.004,1.442103041924051e-17,0.0002806966963129407,2.675907180474324e-23,0.0004631892173340526,9.744748748649577e-07,0.0001024630194416661
r01209,1174223318,NSBH,GW190924,111000,341.915,97.822,586.47,6.838,34.608,2.1059852981044384e-22,0.00012102002764,1.7836136531596112e-17,8.983875227166878e-06,0.0,0.005,9.342978006677855e-12,0.00038404681352239076,1.1710349685347545e-21,0.005,3.695232366516176e-16,0.00035018455778679724,2.3091698123302453e-19,0.0005933414786953118,7.234161213499992e-07,0.00012917047974346995
r01210,1217657670,NSBH,GW190924,111000,695.069,190.484,1171.28,3.808,17.459,1.5968819108326077e-15,0.0001054770088068,1.22024075652559e-12,7.930882306562784e-06,5.514764040683155e-12,0.004,1.2089627473242654e-08,0.0003122141477620564,4.2336334226121674e-14,0.004,1.0831912559746749e-10,0.00031873791800598463,1.3576122757515802e-12,0.001,1.505456394023476e-10,0.00018483659058921806
r01211,1181863508,NSBH,GW190924,111000,133.958,37.575,227.897,-1.014,31.339,1.728392302098326e-22,5.860465787418037e-05,1.2406961672528033e-12,1.1314549096796206e-06,3.465982128043409e-13,0.033,5.0060350028335084e-08,0.0008907456342367929,1.5721287225627635e-19,0.011,3.432176826934585e-08,0.000552151560576596,8.711318711295545e-17,0.006,3.261436277318252e-08,0.0003952711351857756
r01212,1168909529,NSBH,GW190924,111000,384.334,118.793,681.317,5.391,19.147,1.0051618749283464e-15,8.948867322317364e-05,1.0024193697070382e-12,6.2709742177795055e-06,4.3891342302461445e-13,0.002,5.724729055836855e-09,0.00021704283706774433,1.5553533513009034e-14,0.004,7.668155877394355e-11,0.00022261015800535556,3.2513633850319613e-13,0.0009877408720236633,1.55073378252489e-10,0.00016308638306000424
r01213,1195629578,NSBH,GW190924,111000,201.869,54.668,338.538,9.218,133.393,5.771379190992346e-61,6.889046523387908e-05,6.732745687456152e-42,3.5142147816681352e-06,0.0,0.017,3.082796066376033e-43,0.0006056118293316727,4.3110708341896947e-69,0.01,6.089076038947226e-45,0.0005240613138213354,9.153025362473917e-39,0.000926005855175827,9.538108696531151e-07,0.00013515945120261643
r01214,1185744531,NSBH,GW190924,111000,548.127,162.135,953.464,6.474,20.769,2.0821495760608856e-16,7.065855025131336e-05,5.237284038075247e-13,6.180920395002062e-06,2.1031230695184348e-28,0.003,8.173243569722588e-12,0.00028877182157006383,1.7665071018785747e-14,0.003,1.6889988949952722e-11,0.00023850808430478092,3.823513124957586e-14,0.0003823049987349098,1.4647170128504694e-06,9.757487997242191e-05
r01215,1224155575,NSBH,GW190924,111000,315.531,94.868,552.701,6.102,30.461,6.240658444628633e-20,9.016792173514348e-05,1.3289926717521086e-15,5.574305326032251e-06,4.550677674629509e-27,0.003,2.6115067987489054e-10,0.00027775774748405247,6.643678291940003e-18,0.002,4.883757796472703e-13,0.00019779591922132263,1.768487088045506e-17,0.0008129415004667338,1.8033187034292962e-11,0.00014678800438380857
r01216,1237640167,NSBH,GW190924,111000,306.204,82.987,513.672,8.073,44.928,3.356086885343471e-25,7.258311973899157e-05,1.1162973674226592e-16,5.718676374400341e-06,0.0,0.005,6.624442405246526e-17,0.000374806380923329,2.3886617615313596e-36,0.004,4.330848710624549e-17,0.0002986849883788174,1.252975581430845e-17,0.0004163741355132179,1.2564643978291932e-06,9.883136140861029e-05
r01217,1243928402,NSBH,GW190924,111000,283.979,70.635,460.567,9.501,91.13,1.4816886464782758e-45,6.388619642349194e-05,1.1076620726074642e-28,2.612325656332429e-06,0.0,0.011,1.1862630088187047e-30,0.0006197877611982196,5.817055043340645e-58,0.009,4.2353188932470225e-31,0.0005099836480710529,4.944112783085227e-32,0.0005828464972730677,2.478451872274721e-07,0.00011467793191331059
r01218,1175797402,NSBH,GW190924,111000,234.171,55.66,373.321,10.458,123.292,8.724933939437193e-59,6.853637866189376e-05,2.587966997971517e-38,2.7080114342130003e-06,0.0,0.009,1.9858568418603e-44,0.0005449981842407823,1.606887099130082e-230,0.012,1.0217557914113892e-40,0.000544549191856842,9.459767024871905e-45,0.0006027156665313639,1.6936790129483422e-07,0.00011654670393786265
r01219,1203075908,NSBH,GW190924,111000,455.026,137.302,798.282,5.74,19.214,2.7072890949379635e-16,4.2116883069885446e-05,3.7476368126399927e-14,2.521555259866708e-06,2.1712223161336886e-14,0.008,6.793900275398037e-11,0.0004348904880103778,8.739521534851566e-15,0.008,4.4405220455798236e-12,0.00042339226296050496,6.890135174450515e-14,0.0006994129373197703,1.0810278395392226e-06,0.00013286836083804403
r01220,1250263820,NSBH,GW190924,111000,145.371,31.067,223.039,9.325,228.813,3.582879747318156e-99,9.695254700803331e-05,1.5253993677128747e-67,2.0450921892956383e-06,0.0,0.04,2.4073113658270125e-67,0.001,0.0,0.022,1.0057861559484842e-70,0.0007899242003332485,0.0,0.003,5.066598370851458e-66,0.00028934381827064624
r01221,1202447149,NSBH,GW190924,111000,255.197,72.255,435.835,7.553,71.826,2.4740842519565788e-36,5.100984677091978e-05,1.6911764844890015e-26,3.918245555451237e-06,4.784574746727058e-91,0.01,6.397976956054343e-15,0.000429969039944639,6.060478374238491e-46,0.007,9.91994061792676e-24,0.00032830105844807567,1.0631253092571074e-36,0.0007910495905313695,1.8823727165301225e-08,0.00013139666509633653
r01222,1189598983,NSBH,GW190924,111000,177.183,46.83,294.258,5.053,36.914,5.1502000797812196e-24,8.124342361371772e-05,3.7250087002946345e-18,3.168804028941066e-06,0.0,0.016,7.979240803175232e-14,0.0005795549257090138,2.0603849215301011e-22,0.008,4.544975084970847e-17,0.0004775716768405999,0.0,0.002,1.906598602547871e-15,0.0002339148907407632
r01223,1199843123,NSBH,GW190924,111000,186.037,43.602,295.042,9.81,295.792,1.640909019266994e-115,0.0001593073189183,1.6087083863802824e-66,4.083494106996639e-06,0.0,0.02,4.0322433709171647e-53,0.0007673809361503267,0.0,0.014,2.6515946926498574e-69,0.000636261424605612,0.0,0.002,2.328633000654544e-52,0.00024390124322763382
r01224,1223116788,NSBH,GW190924,111000,376.158,113.32,659.457,7.299,44.233,1.3855593807418406e-25,9.14691027932303e-05,5.2401242758778436e-20,7.165178335501667e-06,0.0,0.014,1.6300921800188478e-18,0.00048540850239926124,2.679052373996214e-25,0.004,4.17516349804353e-19,0.0003168530013633948,2.402092977302859e-19,0.0005092565807551411,2.47025903615487e-06,9.631409773180433e-05
r01225,1221812819,NSBH,GW190924,111000,421.167,152.396,802.158,3.26,7.064,8.52081182332292e-10,9.273805028026038e-05,2.383725095739684e-08,1.207778318695721e-05,1.9871385254718334e-10,0.002,3.506621556148568e-07,0.0001731883082458934,5.350899269789743e-10,0.001,7.60188876393936e-07,0.00013702426476605486,4.563169850522606e-12,0.001,2.8969445753575963e-07,0.00015166027526356796
r01226,1178552715,NSBH,GW190924,111000,486.077,173.435,919.664,3.158,15.033,4.553072461483782e-14,6.26551022630512e-05,1.3746259152337748e-10,4.925448636944352e-06,3.402043132381927e-14,0.007,2.0573711824718145e-08,0.0003357681924563869,6.922902795584145e-12,0.005,1.764781386227227e-08,0.000283702217492367,4.155895293487047e-12,0.001,1.2605418316735482e-06,0.0001324936410391956
r01227,1205974885,NSBH,GW190924,111000,306.043,82.93,513.367,7.683,40.749,9.579551883756977e-25,0.0001271305662582,5.125041955509366e-18,7.339387074869072e-06,0.0,0.007,1.0975979386624243e-16,0.00048341888829849715,6.4394594793748345e-25,0.006,3.761226171481208e-17,0.00040886624345743956,2.269111906353725e-19,0.0004445652979233796,1.0925362198200832e-06,0.00010100799410099705
r01228,1207930792,NSBH,GW190924,111000,438.553,117.431,732.131,7.752,47.787,1.955794025304932e-28,4.532773273048502e-05,2.0740065489793858e-18,2.030242426228089e-06,6.043253261912059e-46,0.007,4.545982739575363e-12,0.0004318181512747111,2.117331877806187e-29,0.007,3.941664524001339e-17,0.00041369194126960907,3.0611731762012925e-28,0.0007431180933234141,1.0618187711714222e-07,0.00014153892914392881
r01229,1205045432,NSBH,GW190924,111000,499.635,152.54,880.985,5.315,15.342,4.4067080092103377e-14,8.896242351009568e-05,2.0897821468766125e-11,5.865446105790734e-06,2.3875272879425384e-17,0.003,2.726066456017602e-10,0.0003167101475070249,3.154065981288031e-13,0.005,3.716638311083323e-10,0.0003349713124208269,2.5833677501313477e-12,0.0004857029448409235,2.0928671647266465e-06,0.00010209036995353195
r01230,1220124603,NSBH,GW190924,111000,294.617,82.35,500.492,6.796,50.093,1.3441283497001114e-29,5.890553213312021e-05,2.570748975802989e-18,2.504206776693188e-06,0.0,0.008,1.010941453921914e-11,0.00048198810796260303,4.638071149915449e-50,0.008,3.7642072064500096e-17,0.0004675260924718612,1.2767035441959663e-26,0.0007324169306040075,7.373989419898402e-08,0.0001478148020210066
r01231,1210121769,NSBH,GW190924,111000,113.707,33.684,197.915,8.36,464.639,7.30445341145688e-187,5.042896919854793e-05,3.471254623273257e-93,9.5569855529434e-07,0.0,0.022,1.925464742773604e-105,0.0007669411228003691,0.0,0.017,5.1037229992587395e-98,0.0005419797207671097,0.0,0.005,3.469135495520026e-83,0.0003244919926900991
r01232,1186589843,NSBH,GW190924,111000,277.507,70.682,454.213,8.749,63.665,4.578835161740486e-34,7.994211563839909e-05,1.4880050340701804e-25,3.2640911315372488e-06,5.054684742203024e-64,0.005,2.3408035971927932e-20,0.0003449054561181184,5.5254940446400635e-37,0.0009599260887714971,3.0693368716316587e-08,0.00014784330493265168,8.770396006355632e-39,0.002,1.0030841752690585e-15,0.00020025545575844995
r01233,1242805825,NSBH,GW190924,111000,806.679,256.497,1447.922,1.164,2.74,5.547864857292064e-08,5.119411846495242e-05,5.770944242121507e-07,1.0259640221282237e-05,6.853552382436039e-11,0.002,1.739443433896e-06,0.0001814805003645239,1.2611651221738324e-12,0.001,4.829294854142326e-06,0.00011076044393174769,2.0832549017135176e-12,0.000469517320489834,6.314136409771158e-06,9.568372612671629e-05
r01234,1204916610,NSBH,GW190924,111000,441.085,136.413,782.119,5.859,22.309,4.693878179091443e-17,8.484637757078183e-05,1.5813126809035345e-13,6.093435498472521e-06,1.413117455983596e-20,0.005,1.6422351668786602e-11,0.000306469350799189,2.8714330191602178e-15,0.004,6.197664160598779e-12,0.0003027087069762483,4.685318093932337e-23,0.00041315846078325834,1.662821271667502e-06,9.94125609684682e-05
r01235,1185183195,NSBH,GW190924,111000,65.741,16.186,106.206,7.861,557.994,3.593684909274877e-207,0.0001338513401322,4.012496786003862e-127,1.801535321562741e-06,3.2425371242980255e-279,0.067,9.779908236323786e-48,0.001,0.0,0.032,1.3554418779767827e-134,0.0009825794978725057,4.095949089271815e-173,0.008,7.8429454014381095e-31,0.00039595543859698043
r01236,1234395000,NSBH,GW190924,111000,514.173,175.804,953.682,4.287,16.712,1.3108660775824695e-14,4.658974500870145e-05,2.158302024468781e-11,4.146077352796182e-06,1.5440949918653388e-12,0.003,2.0559515930206693e-08,0.00022949812319230265,6.600172006568499e-13,0.001,3.584868531163013e-08,0.00015025890854072872,1.1554467164828171e-12,0.001,2.9962553911379297e-09,0.00017062709383484814
r01237,1237532373,NSBH,GW190924,111000,450.3,150.742,827.154,4.454,17.227,6.923734327126621e-15,4.730537471707513e-05,1.2414112285039787e-11,4.09332845283205e-06,1.8985212341428397e-14,0.003,3.4726084936649082e-09,0.00026375281608633053,1.3367820268984391e-12,0.002,2.687311840798614e-09,0.0002042034871585183,9.134244530259851e-15,0.0007547903741989727,5.057102204301928e-07,0.000120366088835866
r01238,1200847314,NSBH,GW190924,111000,342.463,103.992,602.442,5.936,33.88,1.0300289317422044e-21,0.0001099822225409,5.790433547376387e-16,6.141722193881846e-06,1.4778262310945418e-22,0.004,6.953762026660044e-11,0.00032858155049829055,8.356736405756687e-23,0.003,5.5244718477533285e-14,0.0002568046728317733,1.642379381192273e-18,0.001,1.7778448371595609e-10,0.0001543063931765166
r01239,1218189672,NSBH,GW190924,111000,439.543,138.958,786.937,5.229,20.453,3.487896417966699e-16,4.536756065774423e-05,2.342802027016966e-13,4.586383908343676e-06,0.0,0.005,3.262895004509653e-12,0.00037288088793203944,6.99448603116372e-15,0.003,3.819132987712574e-12,0.00026655466791248835,5.248126362270463e-15,0.00031091264021555824,2.6114786466135904e-06,8.997558158963589e-05
r01240,1236836989,NSBH,GW190924,111000,541.853,176.989,984.326,4.921,15.748,3.724616480502488e-14,5.412009026156777e-05,3.949096797398345e-11,4.909211205389075e-06,9.916322647647574e-16,0.004,9.880844053373537e-11,0.00036910200477828053,2.2110365186716083e-13,0.004,1.434380286788145e-10,0.0002970628024269926,3.1559597599873864e-13,0.0003603747636624408,3.357714795139178e-06,9.211621833883701e-05
r01241,1248363444,NSBH,GW190924,111000,366.237,90.908,593.508,9.521,92.696,2.4269759577904264e-47,4.181026636361721e-05,3.23485191503028e-29,2.06386564334438e-06,0.0,0.003,4.7040910242638766e-27,0.0002928539698683664,2.0897501714516172e-69,0.008,1.0164487607091496e-28,0.00044495395315280364,2.546021917699678e-44,0.0005231173015604196,4.6185770079122666e-07,0.00010976577971095526
r01242,1218898484,NSBH,GW190924,111000,366.671,106.8,633.672,7.056,42.734,2.210424144323362e-25,3.3369346855317544e-05,1.6778905257204053e-18,1.6980648372347009e-06,3.5902089692202876e-30,0.005,2.0223955757579114e-13,0.0003577393215919658,7.747060777800545e-24,0.002,2.6020522164060564e-15,0.00021357654273323898,1.7625910720163694e-21,0.000790195060525079,1.517916398387563e-10,0.0001421616922444121
r01243,1209172549,NSBH,GW190924,111000,189.162,54.314,324.947,7.896,88.06,6.233131688079544e-44,4.3821568242131706e-05,5.7597889835264815e-28,2.026690683437618e-06,7.51388310379525e-122,0.013,4.5136902378785205e-21,0.0004772501885553879,5.763203700276934e-51,0.007,1.7955728990354847e-24,0.0003671611304391467,6.74101480229954e-43,0.001,3.2303546098177523e-06,0.00013633032168909693
r01244,1205698341,NSBH,GW190924,111000,536.766,158.699,933.514,6.373,18.485,5.228874271725941e-15,6.33207700287854e-05,2.6560954287432588e-11,5.348996949532767e-06,1.4600832767018294e-19,0.004,7.495874918367561e-11,0.0003546349020456431,8.609032480965979e-14,0.004,1.866689893272984e-10,0.0002985237892980051,1.982972343035068e-13,0.0004003449402001377,2.034993300737228e-06,9.684058283627795e-05
r01245,1250184117,NSBH,GW190924,111000,193.755,47.249,311.877,7.001,93.188,9.90895144403272e-47,7.495066425533518e-05,1.3940518479521183e-34,3.9583826811419325e-06,1.456914072672296e-138,0.008,3.640264142418482e-16,0.0004251238820266641,8.314199754612224e-45,0.004,2.1105805357775702e-32,0.00032172865562595367,1.4880622764639487e-47,0.001,2.519900957689855e-29,0.00019660463214918536
r01246,1195178951,NSBH,GW190924,111000,389.891,112.465,671.053,6.866,26.875,1.6748828933768662e-18,6.351170000401848e-05,6.385979543586185e-15,5.399965272265632e-06,0.0,0.005,3.9779297474380675e-14,0.000396221014485651,6.141151953177859e-17,0.003,3.2220252054780785e-14,0.0003027806574944888,4.4332835771080104e-16,0.00038220443341896535,2.006237427170401e-06,9.620643595626934e-05
r01247,1216051517,NSBH,GW190924,111000,170.212,42.955,277.6,9.207,114.953,7.333995045237352e-55,0.0001012104014546,2.251459699053204e-30,3.0790190508461427e-06,0.0,0.012,2.872742052846667e-17,0.0005842057185848743,6.828329588768261e-205,0.013,5.111072881637505e-32,0.0005960604678298924,1.6768791811123834e-259,0.001,1.4059786823505546e-11,0.00017239652888086505
r01248,1234720581,NSBH,GW190924,111000,427.727,121.544,731.588,6.918,35.134,5.2344434936236233e-23,4.1789769018409807e-05,3.0376100448020475e-16,1.914966078037284e-06,2.2806434205159576e-24,0.007,4.2585850110355504e-11,0.0004129206313642614,5.654415435372361e-26,0.006,3.558924134104544e-14,0.0003381052317870613,1.439031096015367e-18,0.0007298938226523133,1.3333657564441078e-08,0.0001415912043508233
r01249,1176028622,NSBH,GW190924,111000,593.733,163.241,1001.835,7.745,51.353,2.7414849771721103e-30,5.278072439987557e-05,5.858884496040619e-23,2.627723069357647e-06,4.6273646907581976e-58,0.008,2.3893944102280733e-18,0.0004527382209481534,9.983486556526287e-42,0.011,2.4540183719993567e-21,0.0005145221659917337,3.3439282161789083e-28,0.0006911134019771127,8.083042207452905e-07,0.0001313265767365335
r01250,1192391148,NSBH,GW190924,111000,407.739,102.827,664.806,5.901,48.156,1.656684716699817e-28,4.5605342838104966e-05,6.421251254390869e-23,2.6852653359083828e-06,4.497468899381453e-23,0.007,4.2896511918180016e-11,0.0003849924925926883,3.936416151896213e-39,0.007,4.643056192417426e-19,0.0003829571212395447,3.8859874902408854e-24,0.001,9.473842317566365e-19,0.00019994877048528064
r01251,1203257344,NSBH,GW170729,111100,653.312,215.643,1192.419,0.901,1.999,1.1231482996022557e-07,3.3039866487258646e-05,3.059769061798496e-06,5.519719507906821e-06,1.6386295848922724e-10,0.001,2.7470797537252165e-06,0.0001352634949002213,9.533426047404876e-12,0.0007141548436352976,7.838556437430819e-06,0.00010703309278923747,1.319889432452516e-10,0.0003708140564289235,1.4100896082989515e-05,7.553408654816786e-05
r01252,1251051571,NSBH,GW170729,111100,244.97,78.396,440.961,6.029,20.41,9.0125818325787e-16,5.914206535702522e-05,6.030404421724273e-13,5.735570587030972e-06,0.0,0.009,5.7930031001280294e-11,0.0004749835236708303,3.825603975267734e-14,0.004,3.503178919021304e-11,0.0003428599891520875,6.5475171266890625e-15,0.0003331064778080634,2.2577771954584483e-06,8.977466793176622e-05
r01253,1195550966,NSBH,GW170729,111100,167.007,39.141,264.86,12.573,23.909,4.639129993966327e-19,0.000211779472588,6.559923993026555e-15,2.414370532262662e-06,2.725357508848282e-16,0.131,2.938010899663486e-11,0.002,1.3239997144004994e-14,0.014,2.8672378749115286e-11,0.000624064814418407,1.013615615373729e-12,0.018,2.0734065654729955e-08,0.000706492172180303
r01254,1193563870,NSBH,GW170729,111100,140.717,36.513,231.999,22.952,469.32,1.7491842178043553e-208,0.000206897941245,3.015225390578298e-101,1.1875054744382542e-06,0.0,0.413,1.1349763474605492e-76,0.004,0.0,0.034,1.065233139925777e-89,0.001,0.0,0.021,3.288281627924228e-58,0.000765411638348032
r01255,1225177333,NSBH,GW170729,111100,165.851,30.482,242.057,17.419,61.301,4.820179108995734e-35,0.0001957062968664,1.985499157395004e-26,1.5365079370863388e-06,7.381151901013467e-30,0.323,2.6944496362329836e-20,0.003,1.3090777487804503e-22,0.039,1.2076234683201662e-12,0.001,5.4361681725483115e-30,0.02,5.5267807090604635e-18,0.0007624410953632399
r01256,1169360114,NSBH,GW170729,111100,127.368,33.336,210.709,10.344,205.907,7.56524600721598e-85,9.814930806785268e-05,1.995413182228723e-53,4.452182157233587e-06,0.0,0.021,7.920216584109075e-49,0.0006839620386992413,3.8471453943995827e-97,0.015,2.0545282296656813e-55,0.0007139216185151595,1.0031815209325526e-143,0.001,5.664992695707405e-07,0.00015116501052949934
